Gene;CommonName;Nit;Glu;Eth;Ana
YDL211C;YDL211C;14.26463049;7.481132488;3.167525636;12.54054108
YDL212W;SHR3;215.6974554;171.3225978;138.6635998;169.8428265
YDL213C;NOP6;49.64526803;46.6573524;30.00366225;34.85696713
YDL214C;PRR2;14.95152265;59.06498653;21.26159965;9.81022516
YDL215C;GDH2;91.89099601;141.2877998;275.7167671;84.76389923
YDL216C;RRI1;13.27995091;11.74289426;8.7910941;9.822732521
YDL217C;TIM22;38.93155652;22.92091313;16.74938624;32.26759414
YDL218W;YDL218W;5.557702303;206.8962072;14.56167689;5.148920043
YDL219W;DTD1;33.44945448;25.19602798;20.26659494;24.78826895
YDL220C;CDC13;17.16920736;11.90292302;12.58306045;12.19080708
YDL221W;YDL221W;26.11818909;17.95996288;17.97759355;18.04894737
YDL222C;FMP45;7.608135495;141.972764;46.13365137;19.5331255
YDL223C;HBT1;18.1157299;163.0394167;69.93251885;26.83295215
YDL224C;WHI4;79.60231621;48.7466115;45.89460849;51.85115652
YDL225W;SHS1;51.7931624;38.67835779;37.62460634;39.26311993
YDL226C;GCS1;83.02588149;54.02990987;46.3447591;66.83742335
YDL227C;HO;75.76998945;38.81254377;63.07202997;33.28460549
YDL228C;YDL228C;376.7396684;354.9390378;290.9890593;638.5678774
YDL229W;SSB1;249.5426748;233.1144141;193.2696943;420.3020433
YDL230W;PTP1;20.36149096;13.7615719;10.61028333;24.6151169
YDL231C;BRE4;74.05033332;32.04177316;28.97282608;35.26683152
YDL232W;OST4;125.2777145;108.9444062;101.4013762;170.0524896
YDL233W;YDL233W;25.6891337;22.60485161;16.12098791;22.86336535
YDL234C;GYP7;47.83800765;51.3298275;35.24905779;51.49872507
YDL235C;YPD1;90.87250022;69.47617215;55.26215753;82.68140491
YDL236W;PHO13;151.0551256;51.2961058;41.77373816;59.45583282
YDL237W;AIM6;110.2481209;56.93514241;51.59162593;44.19317852
YDL238C;GUD1;57.58749865;20.43533721;18.84534432;15.02038761
YDL239C;ADY3;47.52977057;16.28418167;18.85811983;12.16327104
YDL240C-A;YDL240C-A;1.446225843;2.269268059;3.003553981;1.523923073
YDL240W;LRG1;52.43461652;18.53041035;19.20169218;33.1011496
YDL241W;YDL241W;3.186193378;2.436624101;5.628408154;20.72365036
YDL242W;YDL242W;4.579136544;5.328577359;5.455182439;11.15524604
YDL243C;AAD4;10.27395213;9.659665401;11.84002159;23.00631821
YDL244W;THI13;1.478129921;2.473544314;2.947114948;2.957996906
YDL245C;HXT15;0.445799018;0.319784854;0.314885555;0.556997702
YDL246C;SOR2;0.12103046;0.134883066;0;0.101226671
YDL247W;MPH2;0.230201898;0.236378391;0.316313233;0.23906083
YDL247W-A;YDL247W-A;0.610536756;0.277765643;0;0.939178344
YDL248W;COS7;32.88476063;19.51071993;18.80297179;35.00159362
YDR001C;NTH1;146.8646509;93.55175915;57.64243713;81.70977557
YDR002W;YRB1;357.7214924;229.6881488;172.6313703;287.4630841
YDR003W;RCR2;61.31413669;67.94665791;41.59254181;52.77294248
YDR003W-A;YDR003W-A;86.55720484;106.9988887;64.5952715;76.34232408
YDR004W;RAD57;27.27450484;24.14748799;16.13474286;21.24448464
YDR005C;MAF1;77.57273742;53.18548122;43.72337532;47.40778828
YDR006C;SOK1;55.81246891;42.23496673;37.40324894;52.50550737
YDR007W;TRP1;42.96338486;46.07990739;46.66971526;57.15796817
YDR008C;YDR008C;42.97111934;44.50991597;48.5206622;59.43362654
YDR009W;GAL3;4.115340966;11.54403887;16.9937873;11.64808833
YDR010C;YDR010C;3.559967172;8.46751767;12.9439307;8.851186816
YDR011W;SNQ2;57.89517692;79.48688607;64.19249564;72.79297155
YDR012W;RPL4B;104.9996327;99.73804384;73.91434443;119.710256
YDR013W;PSF1;24.75875803;19.87619469;11.07383592;20.4996896
YDR014W;RAD61;13.84749768;12.56609026;12.02362258;13.18149668
YDR014W-A;HED1;0.7978001;4.252720259;3.60229012;3.398005825
YDR015C;YDR015C;0.621966115;4.873515862;4.329104459;4.359108561
YDR016C;DAD1;38.28967739;41.31411157;30.45790231;39.94201869
YDR017C;KCS1;54.59618176;32.11622159;26.44140952;34.90776896
YDR018C;YDR018C;6.892003167;25.43114124;22.12073812;12.50615197
YDR019C;GCV1;109.2361694;99.65026065;156.0823691;171.6809662
YDR020C;DAS2;19.55210317;12.42245709;9.256874321;18.45991573
YDR021W;FAL1;13.01751611;10.30239806;6.821566304;12.51751866
YDR022C;CIS1;30.55482794;29.04457896;20.71063663;17.79832748
YDR023W;SES1;226.1911285;172.8883954;157.800196;227.7073872
YDR024W;FYV1;19.07849649;18.13742129;14.93580998;19.90618621
YDR025W;RPS11A;245.231755;226.6599661;140.8612686;315.6520574
YDR026C;YDR026C;45.0129335;21.90068501;15.92758849;29.21612911
YDR027C;VPS54;40.4937471;27.39174307;22.3239119;28.96293993
YDR028C;REG1;97.48448343;66.3703021;58.19083892;73.65118935
YDR029W;YDR029W;108.1324511;79.62196745;56.48546058;84.39822421
YDR030C;RAD28;22.70252243;11.97564144;8.458402463;7.265706508
YDR031W;MIC14;83.43541748;67.15329027;59.9493014;42.5795502
YDR032C;PST2;351.0050132;362.9708115;266.5923784;257.9063399
YDR033W;MRH1;1230.810173;350.6707066;308.8711201;125.1787968
YDR034C;LYS14;104.1296264;58.0246874;64.09195519;104.3792616
YDR034C-A;YDR034C-A;0;0.106280449;0.092977348;0.133404566
YDR034C-C;YDR034C-C;0;0;0;0
YDR034C-D;YDR034C-D;0;0.029660087;0.012806193;0.129405263
YDR034W-B;YDR034W-B;10.300395;56.89888601;22.71968592;19.44966565
YDR035W;ARO3;120.4560713;119.3050334;100.2123224;77.53006614
YDR036C;EHD3;1.885795976;3.848200371;4.977247453;2.00279193
YDR037W;KRS1;42.81278944;41.23815292;33.14657737;47.51587337
YDR038C;ENA5;0.016231475;0.017226776;0.024079775;0.019014385
YDR039C;ENA2;0;0;0;0
YDR040C;ENA1;0.287444329;6.149647655;9.991626053;7.260546293
YDR041W;RSM10;66.45985703;63.84140362;62.81972406;88.1155985
YDR042C;YDR042C;3.72642859;3.628404036;2.065935136;5.060864301
YDR043C;NRG1;74.45130262;77.97506128;56.34482362;48.59102443
YDR044W;HEM13;45.63085179;42.80543282;37.48797158;281.5310598
YDR045C;RPC11;41.83723172;35.29867905;19.12700468;41.70252977
YDR046C;BAP3;3.346662376;6.947515927;9.863717918;75.81041133
YDR047W;HEM12;44.37715231;34.22054854;29.19175233;71.19139938
YDR048C;YDR048C;23.41451711;14.74265169;11.1519981;16.0096608
YDR049W;VMS1;28.76926991;17.0570571;15.09110313;20.4946199
YDR050C;TPI1;2068.66609;1046.713482;523.9021905;1477.208151
YDR051C;DET1;49.68462853;41.82817647;31.24252023;34.40357139
YDR052C;DBF4;49.98611953;27.7991278;25.92771806;32.76385403
YDR053W;YDR053W;52.0502005;29.91964955;26.79658222;33.75126756
YDR054C;CDC34;106.9093425;88.91325643;67.80935793;92.89881079
YDR055W;PST1;92.85211405;213.8107171;88.09557852;125.9676248
YDR056C;YDR056C;94.13975858;70.99404895;60.5208036;126.7989423
YDR057W;YOS9;39.06298713;32.20229658;31.06671166;41.42088619
YDR058C;TGL2;21.20658501;13.85014094;10.76875438;17.26271209
YDR059C;UBC5;83.99381202;112.5770119;109.9083715;42.62042099
YDR060W;MAK21;60.27254525;50.16658235;36.35748097;65.75059031
YDR061W;YDR061W;59.72026977;36.91941194;34.10023936;54.21276605
YDR062W;LCB2;103.0811259;85.51314166;67.73763086;115.3670232
YDR063W;AIM7;80.71181716;71.78695472;54.52287618;75.18737855
YDR064W;RPS13;395.4144679;389.189073;240.9139735;477.166777
YDR065W;RRG1;23.67355314;21.49585647;14.75994446;17.47108395
YDR066C;RTR2;26.36955825;21.4347853;19.45041978;21.34584924
YDR067C;OCA6;53.87057672;38.14773603;25.8079452;49.96094673
YDR068W;DOS2;48.45957681;37.71452456;35.46611382;47.40762314
YDR069C;DOA4;27.89471053;23.44223586;16.56322634;22.93205292
YDR070C;FMP16;67.74010964;789.9435354;390.0830598;54.24387493
YDR071C;PAA1;169.9177082;142.406572;123.8955158;168.135401
YDR072C;IPT1;80.26736559;73.81061855;62.65625947;127.8555195
YDR073W;SNF11;36.99506469;47.48371356;61.61865117;49.1621698
YDR074W;TPS2;113.3567186;173.2319634;122.4281698;94.29683091
YDR075W;PPH3;56.27270755;39.63351319;34.10154613;32.86866571
YDR076W;RAD55;22.03401479;18.98864024;13.4405166;16.2353147
YDR077W;SED1;793.3390709;1738.212263;1326.017668;857.2926741
YDR078C;SHU2;20.88782701;25.69730601;23.9132283;27.59018997
YDR079C-A;TFB5;39.58110096;38.67499597;30.7559134;38.7913388
YDR079W;PET100;85.93982613;55.55842842;62.07611624;71.95960564
YDR080W;VPS41;28.01097163;19.1523212;18.5057691;19.9120859
YDR081C;PDC2;48.15240509;23.27978148;22.0577082;31.15084098
YDR082W;STN1;24.29724696;14.605839;12.03919418;19.7292261
YDR083W;RRP8;28.6601386;23.40701644;14.16233167;30.43822026
YDR084C;TVP23;47.76050296;43.52393537;38.2917521;47.58602631
YDR085C;AFR1;23.56015129;44.50191137;26.45733164;41.29647807
YDR086C;SSS1;422.1987945;271.3033112;222.0689763;351.5624383
YDR087C;RRP1;45.54477769;40.70813269;28.73894795;48.8789563
YDR088C;SLU7;27.79647123;18.05859623;14.83185882;20.12728434
YDR089W;YDR089W;82.24384316;23.06738768;17.21262742;34.22741024
YDR090C;YDR090C;246.5984196;34.36480615;31.25667244;46.44488665
YDR091C;RLI1;107.5436918;78.97975062;66.1439401;121.4805922
YDR092W;UBC13;65.10748768;63.46942929;41.70786104;67.59446094
YDR093W;DNF2;39.88597649;30.65674157;37.16549296;46.90494445
YDR094W;YDR094W;40.90365384;29.40025789;38.91968708;42.46542017
YDR095C;YDR095C;7.291729844;3.552071857;4.48980595;3.585736561
YDR096W;GIS1;41.98627656;35.51529421;29.36019119;46.56699921
YDR097C;MSH6;48.1647074;28.06030055;29.03930585;36.51876828
YDR098C;GRX3;83.28748144;53.87703838;49.95009128;84.84753906
YDR098C-A;YDR098C-A;0;0;0;0
YDR098C-B;YDR098C-B;0.503582026;0.170267505;0.201218506;3.123873147
YDR099W;BMH2;594.9067902;514.6756887;463.8721555;433.1336086
YDR100W;TVP15;79.86914501;102.9825706;91.98935192;116.3346686
YDR101C;ARX1;45.78365767;46.16695621;31.77752799;56.35994924
YDR102C;YDR102C;6.732321249;5.029337512;4.200823252;7.25194944
YDR103W;STE5;32.29159281;19.8902617;17.95280834;29.15540126
YDR104C;SPO71;20.92122669;17.28666073;18.46326132;12.40309364
YDR105C;TMS1;54.15022955;44.61065355;36.07644882;46.85631922
YDR106W;ARP10;4.000179088;6.205399727;3.063598557;6.869657832
YDR107C;TMN2;25.03077564;23.23533407;28.50670871;27.48673695
YDR108W;TRS85;19.77582209;13.09416238;11.80456183;17.17077403
YDR109C;YDR109C;27.08596991;18.95821017;14.81400309;18.48923109
YDR110W;FOB1;32.98372698;22.41920902;16.57902978;24.90817567
YDR111C;ALT2;11.06771455;27.45067039;32.48886948;11.55363311
YDR112W;IRC2;14.05156634;16.67140719;20.6614074;14.91538904
YDR113C;PDS1;62.1197204;22.06394181;18.98641691;23.811685
YDR114C;YDR114C;21.83550886;18.75928099;19.37045645;27.62697391
YDR115W;YDR115W;118.3547141;103.3434995;98.92869607;134.1070497
YDR116C;MRPL1;48.86239114;35.39620083;34.56938475;60.22442888
YDR117C;TMA64;26.80976402;17.85873671;15.24167148;20.39612901
YDR118W;APC4;17.09533135;15.1793801;13.49932246;14.69612539
YDR118W-A;YDR118W-A;20.15476272;17.50443828;15.88471255;20.11301139
YDR119W;VBA4;75.89706964;50.49616718;51.39130046;55.75515954
YDR119W-A;YDR119W-A;945.5957615;563.0348014;281.7030475;362.3489685
YDR120C;TRM1;45.60099471;34.27516658;26.96686274;40.42262861
YDR121W;DPB4;29.82121966;23.23127799;22.26665862;22.6021064
YDR122W;KIN1;72.51053331;53.31737036;40.91735423;53.98909893
YDR123C;INO2;42.30728942;28.24041969;14.78463509;20.61768038
YDR124W;YDR124W;29.99240087;15.15997657;15.72618626;13.61145495
YDR125C;ECM18;14.86499445;13.1950795;13.27740864;12.48129621
YDR126W;SWF1;17.63540011;20.25103156;16.95721089;22.43125095
YDR127W;ARO1;109.796269;107.8429516;136.736338;139.0691395
YDR128W;MTC5;41.12944372;26.69992172;28.03374142;32.56133005
YDR129C;SAC6;190.2268575;105.7699705;86.315131;126.9270742
YDR130C;FIN1;38.70648438;24.76544766;19.76961072;28.06518965
YDR131C;YDR131C;17.09306975;13.02684408;12.87788228;14.09142855
YDR132C;YDR132C;27.0017538;19.82606436;18.47297184;19.41272244
YDR133C;YDR133C;1278.829509;911.2858785;1267.539309;655.9001145
YDR134C;YDR134C;1540.035256;1139.774024;1579.36165;818.8147054
YDR135C;YCF1;153.5626088;70.19960762;68.49284131;73.90331543
YDR136C;VPS61;5.267564849;5.051476194;4.877451845;4.099972801
YDR137W;RGP1;32.34466079;25.33938955;23.59502556;23.99921089
YDR138W;HPR1;29.35081596;19.53974387;15.98241966;25.79007631
YDR139C;RUB1;114.7129204;91.78318951;60.32364213;106.8955922
YDR140W;MTQ2;43.67544296;31.89315218;27.70199046;29.3263009
YDR141C;DOP1;43.11312008;29.81996373;31.23518214;37.31702069
YDR142C;PEX7;33.07012726;27.97030611;28.96489253;27.9385645
YDR143C;SAN1;38.94131945;28.21419829;23.41473438;40.45237885
YDR144C;MKC7;15.52177089;14.92142526;14.13043862;26.94053212
YDR145W;TAF12;54.67889057;38.26674983;35.45631946;42.04217525
YDR146C;SWI5;54.31120803;23.71326733;22.15778153;51.72671842
YDR147W;EKI1;39.28288186;19.35769295;14.78630956;30.84441377
YDR148C;KGD2;251.3576296;281.1687467;441.6012286;209.4778953
YDR149C;YDR149C;117.9543675;102.1005167;118.360042;94.46458009
YDR150W;NUM1;86.75947485;62.2981084;83.08061743;56.7837885
YDR151C;CTH1;27.33483738;31.43258984;17.53126338;36.48095984
YDR152W;GIR2;65.32411208;49.19983232;38.33270171;61.60080916
YDR153C;ENT5;113.1959364;68.6916553;60.91676297;68.06686987
YDR154C;YDR154C;1231.447223;1775.468466;924.486826;1081.698426
YDR155C;CPR1;1555.045955;2214.321568;1167.816855;1324.090256
YDR156W;RPA14;49.41915708;51.33856111;32.23129532;56.68148247
YDR157W;YDR157W;14.88247021;15.56976263;11.55716535;20.21335551
YDR158W;HOM2;108.0018061;150.5816072;123.3381369;136.6708091
YDR159W;SAC3;36.70407717;21.01960551;19.82313954;26.48415777
YDR160W;SSY1;22.53834716;15.04954548;12.71931659;18.760475
YDR161W;YDR161W;29.82838357;27.83518628;19.65430207;33.36411371
YDR162C;NBP2;27.91512318;21.8882589;17.30609265;20.4037913
YDR163W;CWC15;45.9476422;43.63577259;32.70922381;36.03692432
YDR164C;SEC1;39.04952094;31.60395321;25.21274886;39.9829184
YDR165W;TRM82;35.62392065;29.31437015;19.5447467;38.27853254
YDR166C;SEC5;40.05530535;31.23646029;25.12804985;29.6477053
YDR167W;TAF10;71.29272349;37.54557123;35.92650853;43.93873938
YDR168W;CDC37;120.5662013;95.90103472;80.48930551;79.92998658
YDR169C;STB3;68.85122317;37.16554841;30.57636416;39.42626123
YDR169C-A;YDR169C-A;15.6574791;13.61593718;10.7494778;11.3816818
YDR170C;SEC7;117.1294636;58.011439;60.09492531;70.38477013
YDR170W-A;YDR170W-A;0;0.015746352;0;0.035695553
YDR171W;HSP42;127.1153894;276.8143529;128.7344465;89.97290692
YDR172W;SUP35;144.5067693;116.9841424;105.9993381;143.0365322
YDR173C;ARG82;13.15052484;18.94957341;14.95237232;15.98934353
YDR174W;HMO1;229.3695931;118.5619925;104.0982678;168.1035805
YDR175C;RSM24;57.24174608;34.53623684;35.77754257;49.98265155
YDR176W;NGG1;48.90691263;31.28741681;24.94542415;36.9489253
YDR177W;UBC1;144.2162436;126.664704;89.50595976;163.9516092
YDR178W;SDH4;175.7844958;194.7830889;383.6059071;203.8221302
YDR179C;CSN9;42.48874259;39.22854907;27.66814336;31.39828682
YDR179W-A;YDR179W-A;21.75663327;14.37226504;14.44020686;15.34583415
YDR180W;SCC2;20.38166739;16.95468599;19.80471626;17.89721955
YDR181C;SAS4;33.14283757;28.2582442;22.37786816;30.91122365
YDR182W;CDC1;65.25248204;47.86267564;44.79514794;56.74184773
YDR182W-A;YDR182W-A;30.53917359;28.27388779;26.88982388;28.75182791
YDR183C-A;YDR183C-A;19.48008357;21.86340794;12.62311665;20.36549532
YDR183W;PLP1;24.76592683;19.91360063;14.18904492;19.10746538
YDR184C;ATC1;19.4582658;18.42416822;9.26092844;21.30223425
YDR185C;UPS3;14.88787786;10.02051132;6.513130762;14.82817139
YDR186C;YDR186C;80.84368401;72.75780381;57.35303506;93.82037082
YDR187C;YDR187C;86.65687559;67.52344929;42.51184337;70.7580797
YDR188W;CCT6;186.8617174;139.3781712;96.27153285;139.6825787
YDR189W;SLY1;51.17022675;35.11493703;30.86454997;37.63252429
YDR190C;RVB1;77.52301013;63.6980702;41.11844164;82.06771862
YDR191W;HST4;18.47445556;10.5648193;6.071336673;13.3319289
YDR192C;NUP42;18.82164914;13.46406013;13.12958501;17.23734652
YDR193W;YDR193W;20.3330321;12.34662074;13.08423432;19.16809967
YDR194C;MSS116;103.0471303;76.90879846;70.02099908;141.6158632
YDR194W-A;YDR194W-A;0;0.428603187;0.801519985;0.606879987
YDR195W;REF2;21.13630214;18.16670788;16.36427062;24.60391925
YDR196C;CAB5;44.54390036;39.54583699;27.67096848;32.4143201
YDR197W;CBS2;28.14386302;25.3722226;20.39749909;33.78719464
YDR198C;RKM2;30.28018212;18.35020458;15.4071144;19.50708484
YDR199W;YDR199W;52.22241531;30.958959;27.92340625;32.82222104
YDR200C;VPS64;40.7679541;23.4589482;20.12179582;23.98026988
YDR201W;SPC19;40.8685071;24.87346051;23.68417203;25.0673899
YDR202C;RAV2;41.2971313;44.11101548;34.16289018;33.36657092
YDR203W;YDR203W;37.55152518;45.1944479;33.82839202;30.32617858
YDR204W;COQ4;42.30769876;53.28224549;39.68819607;39.23268912
YDR205W;MSC2;29.60668791;20.25876663;24.00604514;23.80191753
YDR206W;EBS1;42.44070751;37.81873892;33.10849642;47.618947
YDR207C;UME6;19.38773869;17.97891166;13.25057219;18.14743366
YDR208W;MSS4;73.59933858;49.30740721;39.64657019;57.33625901
YDR209C;YDR209C;114.6490423;42.36851463;36.63635374;108.7704092
YDR210C-C;YDR210C-C;6.220227478;1.485498567;1.374065957;19.69263855
YDR210C-D;YDR210C-D;2.884853309;0.934028027;0.670460363;13.63128296
YDR210W;YDR210W;155.4500996;53.30185904;45.5456202;139.7249948
YDR210W-A;YDR210W-A;1.34443008;1.813011021;1.583264042;3.865960996
YDR210W-B;YDR210W-B;0.678921747;0.712495003;0.580745159;1.643990608
YDR211W;GCD6;75.45665906;55.21092067;42.1233535;85.71375275
YDR212W;TCP1;147.0201153;114.1754747;91.17004588;111.8858321
YDR213W;UPC2;13.06585859;32.15576732;9.089443699;52.9376314
YDR214W;AHA1;157.9631615;238.8133495;161.3055818;151.3089174
YDR215C;YDR215C;10.36202022;4.323428598;3.466330789;4.781787869
YDR216W;ADR1;23.01294941;79.24644056;130.5456967;60.83788541
YDR217C;RAD9;35.60888384;27.01456521;22.33105521;25.73122963
YDR218C;SPR28;1.893361056;10.74347059;6.162975958;10.55927047
YDR219C;MFB1;56.45348255;32.0636666;24.1025448;33.00442276
YDR220C;YDR220C;9.644356518;6.395747341;5.512027662;6.707915724
YDR221W;GTB1;42.87948164;47.39923152;44.84105537;38.08269879
YDR222W;YDR222W;17.42695671;26.64752554;30.77917241;15.91037299
YDR223W;CRF1;5.601464797;46.04863587;29.78854414;13.05771212
YDR224C;HTB1;1420.745519;662.8063197;639.1432623;769.3702376
YDR225W;HTA1;1141.919485;514.0094811;492.6374766;523.293552
YDR226W;ADK1;583.8588276;321.1468692;335.5125053;471.4791517
YDR227W;SIR4;36.79168863;24.59323751;22.93209947;23.21192421
YDR228C;PCF11;19.05883376;21.43838182;20.20857505;24.33764688
YDR229W;IVY1;35.90263832;24.95309251;16.6171498;28.58316861
YDR230W;YDR230W;83.57502171;124.7081775;92.60986745;109.9322504
YDR231C;COX20;70.77224238;97.89518353;78.14838519;91.66894852
YDR232W;HEM1;126.519952;159.7241007;151.2900359;221.4630214
YDR233C;RTN1;413.2946687;329.8915485;260.9625235;490.2909557
YDR234W;LYS4;167.0233439;137.0575255;113.9003622;149.2181617
YDR235W;PRP42;26.76169345;20.95957722;18.13007399;24.71393251
YDR236C;FMN1;24.10952318;32.88211756;23.85073726;26.27762617
YDR237W;MRPL7;58.00572215;47.04312928;50.52423008;71.84879565
YDR238C;SEC26;140.8505675;101.524711;92.17133907;123.6916961
YDR239C;YDR239C;19.66812611;14.83605137;12.77220378;17.0964628
YDR240C;SNU56;20.47737682;14.12795789;11.26338488;15.61511176
YDR241W;BUD26;19.78639112;22.34220333;18.15971086;24.69772371
YDR242W;AMD2;82.25977427;22.18069096;15.40737632;24.87574967
YDR243C;PRP28;22.98480503;15.51054117;11.196209;18.26450858
YDR244W;PEX5;44.63824527;45.62303666;41.58317666;41.23395008
YDR245W;MNN10;95.38766278;74.60159806;50.99219543;84.53146639
YDR246W;TRS23;35.78936003;40.59790205;24.95516231;35.26187836
YDR246W-A;YDR246W-A;6.471695276;7.41949826;2.886114595;9.055767618
YDR247W;VHS1;41.2500213;43.66380908;23.76988334;62.73272331
YDR248C;YDR248C;43.11446766;50.77025077;30.24554011;27.2866338
YDR249C;YDR249C;19.28016238;10.42231543;7.331410316;20.5774835
YDR250C;YDR250C;11.27767792;6.391013004;3.78302246;9.235658905
YDR251W;PAM1;78.99392457;43.77488255;38.80174354;66.55539269
YDR252W;BTT1;15.48610613;13.73439367;9.539926666;18.08932045
YDR253C;MET32;55.44679144;41.6605686;33.4339386;44.41479388
YDR254W;CHL4;32.9979396;28.47993097;22.38579866;28.56205945
YDR255C;RMD5;50.75358562;48.39350305;37.26945487;45.95553407
YDR256C;CTA1;12.62825512;250.0967533;449.0189728;24.64134895
YDR257C;RKM4;21.95957059;18.51118283;16.08140038;24.20516604
YDR258C;HSP78;146.4895401;249.5810102;154.887788;127.1373863
YDR259C;YAP6;7.374148003;12.87723193;13.23738999;11.32797737
YDR260C;SWM1;46.77116583;34.65657147;18.71622185;35.13080468
YDR261C;EXG2;29.72675845;16.53857704;14.42103109;38.86340174
YDR261C-C;YDR261C-C;0.7025543;0.398821814;0.308047984;1.491414185
YDR261C-D;YDR261C-D;11.2573981;11.38585168;11.06045715;50.01413762
YDR261W-A;YDR261W-A;3.775034824;12.13036016;10.45787095;82.75185863
YDR261W-B;YDR261W-B;2.494540482;6.551557816;5.903209943;44.84407864
YDR262W;YDR262W;173.088862;216.4850188;193.8339122;186.9180469
YDR263C;DIN7;18.4482937;10.33166384;11.29590386;16.56137453
YDR264C;AKR1;65.88127125;54.60517306;48.59121799;105.2918193
YDR265W;PEX10;40.99059188;24.63177151;21.89877879;32.34510444
YDR266C;YDR266C;39.24612371;24.17415159;20.12385947;27.16712747
YDR267C;CIA1;28.92857214;16.76933009;13.39479978;20.01989739
YDR268W;MSW1;16.53817287;12.15327182;13.67837239;23.49852029
YDR269C;YDR269C;28.86603211;27.90761357;26.76084702;39.04867116
YDR270W;CCC2;21.8700261;20.99269495;21.76155455;27.39202864
YDR271C;YDR271C;28.42420255;22.08120332;30.63474782;28.98187209
YDR272W;GLO2;101.016181;75.73162244;64.77407817;49.1700607
YDR273W;DON1;8.798195248;6.957138568;11.65261706;7.722538852
YDR274C;YDR274C;13.77246896;14.27974501;17.34381428;58.516354
YDR275W;BSC2;120.8136281;118.9036767;115.9588159;85.88241918
YDR276C;PMP3;1567.920082;1077.599222;1056.904931;776.219289
YDR277C;MTH1;159.5903395;70.79768117;26.5982683;140.474335
YDR278C;YDR278C;1.75724638;2.624509929;0.793107177;1.837400096
YDR279W;RNH202;27.44359192;24.02058038;21.54797105;25.13138849
YDR280W;RRP45;40.68066559;26.19111401;17.55926172;34.15251883
YDR281C;PHM6;52.28537744;9.730934725;6.015962316;30.12501562
YDR282C;YDR282C;20.41247761;20.8865894;21.20581468;17.7281958
YDR283C;GCN2;46.75529998;27.8193613;29.72716405;28.51134679
YDR284C;DPP1;165.6674219;52.77168645;47.83029351;61.11813554
YDR285W;ZIP1;5.366229788;7.809970805;7.113177145;7.104137967
YDR286C;YDR286C;40.39314758;43.48796243;36.83376709;31.68703958
YDR287W;INM2;33.75966969;37.84125534;26.87496093;25.11697534
YDR288W;NSE3;29.30894807;23.06903437;16.52020831;19.90941157
YDR289C;RTT103;30.73616554;24.67551901;19.41061551;25.46516121
YDR290W;YDR290W;20.151855;15.30768978;11.74579586;15.168669
YDR291W;HRQ1;25.50434782;18.28765624;14.2801292;20.15220329
YDR292C;SRP101;57.84611012;39.35744109;35.17531741;48.40756385
YDR293C;SSD1;136.4561291;107.8620062;94.65010574;108.6867171
YDR294C;DPL1;79.83407676;90.02470182;72.47106412;53.41985059
YDR295C;HDA2;25.51460899;17.45178892;17.30363411;27.19307565
YDR296W;MHR1;72.84383778;55.94304107;52.05287379;80.5831617
YDR297W;SUR2;135.5161857;63.96959093;42.13807765;151.2015013
YDR298C;ATP5;442.0314831;311.0853462;415.4645092;322.9320613
YDR299W;BFR2;32.89637155;25.85664183;13.83824894;25.07620241
YDR300C;PRO1;34.98673554;31.58105414;28.96144989;49.29925513
YDR301W;CFT1;38.04837957;20.31683964;22.88318963;27.54805881
YDR302W;GPI11;37.81368407;26.9582284;17.61816214;33.65219564
YDR303C;RSC3;41.0859397;27.43482535;26.85077395;34.62499081
YDR304C;CPR5;176.8987762;102.9257061;95.34750942;121.2548141
YDR305C;HNT2;37.32829976;34.17330051;28.27909363;29.30024456
YDR306C;YDR306C;39.67305227;33.13393362;24.20984036;33.93755772
YDR307W;YDR307W;43.19077484;36.74530113;38.66474277;38.99457037
YDR308C;SRB7;98.5165376;49.02481322;36.32612189;59.34805139
YDR309C;GIC2;128.1323119;26.55677847;31.1720272;100.2303601
YDR310C;SUM1;48.09847963;33.52748135;26.99336125;45.59337276
YDR311W;TFB1;31.89153052;23.91426491;16.28327187;33.32898152
YDR312W;SSF2;29.76888325;24.13868884;18.61720342;27.80233004
YDR313C;PIB1;72.89572802;67.53604951;55.13638702;36.43453643
YDR314C;RAD34;36.43562945;25.4645153;18.70287153;24.76763444
YDR315C;IPK1;21.96267797;11.93972206;12.01759774;11.85206547
YDR316W;OMS1;43.99437784;24.12554248;21.31083994;37.03443697
YDR316W-A;YDR316W-A;0.034610927;0;0.059626109;0.02354162
YDR316W-B;YDR316W-B;0.008690502;0;0.014971596;0.005911096
YDR317W;HIM1;11.06887792;10.47447895;7.072859231;11.53100457
YDR318W;MCM21;25.43147869;22.47136296;12.81608352;22.66886724
YDR319C;YDR319C;26.50392464;24.42208904;17.25439204;23.74375197
YDR320C;SWA2;31.76638658;19.60450353;17.89820396;21.32999887
YDR320C-A;DAD4;114.3237972;128.7989833;88.66092248;100.9934567
YDR320W-B;YDR320W-B;41.24042493;43.77886128;30.55698423;30.39422065
YDR321W;ASP1;38.26907264;44.1686492;26.56011699;57.57747968
YDR322C-A;TIM11;184.6545307;248.6451065;305.3044876;196.670404
YDR322W;MRPL35;55.83556481;36.03497352;37.60395718;58.89021103
YDR323C;PEP7;13.35267447;13.24678797;11.63082043;13.85870426
YDR324C;UTP4;37.97763916;31.47747809;18.38720848;42.31767356
YDR325W;YCG1;33.61539658;24.99253077;19.75314673;25.44954142
