,Gene,Chr,Pos,Strand,DistanceTSS,Strength,Condition
37,CIT1,chr14,621092,-,-232,4.722222222222222,Glu
38,RAS1,chr15,514499,+,-570,2.265306122448979,Eth
39,CRC1,chr15,514499,-,-294,2.265306122448979,Eth
40,CPA1,chr15,876818,+,-170,2.2772277227722775,Eth
41,FAA1,chr15,903204,+,-408,4.145299145299146,Eth
42,FAA1,chr15,903204,+,-408,7.7804878048780495,Glu
43,GDH1,chr15,1037812,-,-457,6.041666666666666,Eth
44,GDH1,chr15,1037812,-,-457,2.1818181818181817,Glu
45,GLN1,chr16,649735,+,-513,3.760683760683761,Eth
46,GLN1,chr16,649735,+,-513,2.3488372093023258,Nit
47,SPO24,chr16,653626,+,-406,8.583941605839415,Ana
48,SPO24,chr16,653626,+,-406,15.060606060606062,Eth
49,SPO24,chr16,653626,+,-406,13.23913043478261,Glu
50,SPO24,chr16,653829,+,-203,5.723076923076923,Ana
51,SPO24,chr16,653829,+,-203,9.18796992481203,Eth
52,SPO24,chr16,653829,+,-203,6.911111111111111,Glu
53,SPO24,chr16,653829,+,-203,2.225,Nit
54,ACH1,chr2,193963,+,-293,2.5118110236220472,Eth
55,CIT2,chr3,127811,-,-274,2.464088397790055,Ana
56,CIT2,chr3,127811,-,-274,3.2321428571428568,Eth
57,CIT2,chr3,127811,-,-274,2.2719298245614032,Glu
58,YCR006C,chr3,127811,-,327,2.464088397790055,Ana
59,YCR006C,chr3,127811,-,327,3.2321428571428568,Eth
60,YCR006C,chr3,127811,-,327,2.2719298245614032,Glu
61,CIT2,chr3,127911,-,-374,4.536144578313253,Eth
62,CIT2,chr3,127911,-,-374,2.053571428571429,Glu
63,YCR006C,chr3,127911,-,227,4.536144578313253,Eth
64,YCR006C,chr3,127911,-,227,2.053571428571429,Glu
65,CIT2,chr3,128286,-,-749,2.212121212121212,Eth
66,YCR006C,chr3,128286,-,-148,2.212121212121212,Eth
67,ADY2,chr3,138637,-,-252,2.984732824427481,Eth
68,ADY2,chr3,138637,-,-252,2.781609195402299,Glu
69,ADR1,chr4,873851,+,-275,2.3423423423423424,Eth
70,BSC2,chr4,990822,+,-736,3.6259541984732824,Eth
71,BSC2,chr4,990822,+,-736,2.561797752808989,Glu
72,DLD3,chr5,17107,+,-218,3.5428571428571427,Ana
73,DLD3,chr5,17107,+,-218,5.4079999999999995,Eth
74,DLD3,chr5,17107,+,-218,6.333333333333333,Glu
75,DLD3,chr5,17149,+,-176,4.276836158192091,Ana
76,DLD3,chr5,17149,+,-176,11.607999999999999,Eth
77,DLD3,chr5,17149,+,-176,6.7142857142857135,Glu
78,YAT2,chr5,202916,+,-125,2.2777777777777777,Eth
79,PYC1,chr7,402828,+,-250,2.6168224299065423,Eth
80,PYC1,chr7,402828,+,-250,2.375,Glu
81,YGR161W-C,chr7,833282,+,-346,2.4731182795698925,Eth
82,RTS3,chr7,833282,-,-336,2.4731182795698925,Eth
83,MPC2,chr8,423039,+,-211,2.296,Ana
84,MPC2,chr8,423039,+,-211,7.140000000000001,Eth
85,MPC2,chr8,423039,+,-211,3.531645569620253,Glu
86,YAP1801,chr8,423039,-,-257,2.296,Ana
87,YAP1801,chr8,423039,-,-257,7.140000000000001,Eth
88,YAP1801,chr8,423039,-,-257,3.531645569620253,Glu
89,VHR1,chr9,237530,+,-501,3.605504587155963,Eth
90,RGI2,chr9,237530,-,-719,3.605504587155963,Eth
